# value_kind: latency_ms,latency_std_ms=measured(CUDA event); read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct=derived; rest=metadata
model,device,layer_type,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_chunks,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms,read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct,state_passing_active,status
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,40,37.04,512,8,8,192,False,4.14412784576416,0.014665849212184853,118228096,100663296,52.82,2039.0,2.59,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,54,50.0,512,8,8,192,False,4.089344024658203,0.015767998244294493,118228096,100663296,53.527,2039.0,2.625,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,68,62.96,512,8,8,192,False,4.113919973373413,0.009486359538030065,118228096,100663296,53.207,2039.0,2.609,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,81,75.0,512,8,8,192,False,4.092928171157837,0.020559706435261584,118228096,100663296,53.48,2039.0,2.623,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,94,87.04,512,8,8,192,False,4.069376230239868,0.01976940648279914,118228096,100663296,53.79,2039.0,2.638,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,4,108,100.0,512,8,8,192,False,4.0714240074157715,0.017204009969642362,118228096,100663296,53.763,2039.0,2.637,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,14,12.96,512,8,8,384,False,10.949120044708252,0.005757434541030283,236455040,201326592,39.983,2039.0,1.961,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,27,25.0,512,8,8,384,False,5.823999881744385,0.007723417015232648,236455040,201326592,75.169,2039.0,3.687,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,40,37.04,512,8,8,384,False,4.46668815612793,0.004838104547679457,236455040,201326592,98.01,2039.0,4.807,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,54,50.0,512,8,8,384,False,4.217855930328369,0.018306350934778188,236455040,201326592,103.792,2039.0,5.09,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,68,62.96,512,8,8,384,False,4.182528018951416,0.015889038664261092,236455040,201326592,104.669,2039.0,5.133,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,81,75.0,512,8,8,384,False,4.16921591758728,0.015670131113229662,236455040,201326592,105.003,2039.0,5.15,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,94,87.04,512,8,8,384,False,4.154367923736572,0.019553338150582043,236455040,201326592,105.379,2039.0,5.168,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,8,108,100.0,512,8,8,384,False,4.12825608253479,0.015606072186118944,236455040,201326592,106.045,2039.0,5.201,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,14,12.96,512,8,8,768,False,21.372928619384766,0.004011321007655234,472908928,402653184,40.966,2039.0,2.009,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,27,25.0,512,8,8,768,False,11.099136352539062,0.005305575304404194,472908928,402653184,78.886,2039.0,3.869,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,40,37.04,512,8,8,768,False,8.250880241394043,0.0033093910541402115,472908928,402653184,106.117,2039.0,5.204,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,54,50.0,512,8,8,768,False,6.564864158630371,0.006418505310637034,472908928,402653184,133.371,2039.0,6.541,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,68,62.96,512,8,8,768,False,5.609983921051025,0.005176657643720959,472908928,402653184,156.072,2039.0,7.654,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,81,75.0,512,8,8,768,False,5.0283520221710205,0.0052835697069241365,472908928,402653184,174.125,2039.0,8.54,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,94,87.04,512,8,8,768,False,4.656128168106079,0.008005712362512787,472908928,402653184,188.045,2039.0,9.222,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,16,108,100.0,512,8,8,768,False,4.355071783065796,0.007011878797322697,472908928,402653184,201.044,2039.0,9.86,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,14,12.96,512,8,8,1536,False,42.42176055908203,0.007372523785116714,945816704,805306368,41.279,2039.0,2.024,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,27,25.0,512,8,8,1536,False,21.752832412719727,0.007795650347258792,945816704,805306368,80.501,2039.0,3.948,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,40,37.04,512,8,8,1536,False,16.107519149780273,0.01361126477487443,945816704,805306368,108.715,2039.0,5.332,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,54,50.0,512,8,8,1536,False,12.790783882141113,0.027986232875590423,945816704,805306368,136.905,2039.0,6.714,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,68,62.96,512,8,8,1536,False,10.853375911712646,0.006650419689810644,945816704,805306368,161.344,2039.0,7.913,True,ok
